공감정신건강의학과의원,"경상남도 진주시 순환로 527 7층 701호 (평거동, 좋은메디컬빌딩)",055-748-3500,128.0614364,35.1712047
공감정신과의원,"인천광역시 부평구 부평대로 68 3,4층 (부평동, 동일빌딩)",032-527-5070,126.7228033,37.4974666
공정신건강의학과의원,부산광역시 연제구 중앙대로 1033 9층 일부호 (연산동),851-7502,129.0771446,35.1809323
공주노인정신건강의학과의원,충청남도 공주시 봉정돌고개길 37 (봉정동),041-852-5233,127.0920472,36.4391116
관저정신건강의학과의원,대전광역시 서구 관저로 164 5층 (관저동),042-541-7550,127.3399952,36.298735
광교연세 정신건강의학과 의원,경기도 수원시 영통구 센트럴타운로 106 402호 (이의동),031-8004-3311,127.0501574,37.2927376
광명정신건강의학과의원,"경기도 광명시 오리로 957 5층 (광명동, 누가빌딩)",02-2688-3435,126.8567321,37.4784733
광장정신건강의학과의원,대구광역시 서구 달구벌대로 1733 (내당동),053-565-0037,128.5547397,35.857209
광주정신건강의학과의원,광주광역시 서구 상무대로 1071 (화정동),062-364-0907,126.8790718,35.1527631
광화문숲정신건강의학과의원,서울특별시 종로구 종로3길 30 3층 (청진동),02-722-7977,126.9794704,37.5716487
괜찮아정신건강의학과의원,서울특별시 송파구 송파대로 201 송파 테라타워2 B동 205호 (문정동),02-526-8488,127.1206002,37.4878919
구월성모정신건강의학과의원,"인천광역시 남동구 호구포로 818 퍼스트하임프라자 213,214호 (구월동)",032-713-9199,126.719691,37.4553712
구의연세정신건강의학과의원,서울특별시 광진구 자양로 95 (자양동),02-2201-5757,127.0832168,37.5362295
구자섭정신건강의학과의원,대구광역시 달서구 조암로 1 (월성동),053-637-2727,128.5297091,35.8256787
구정신건강의학과의원,대전광역시 서구 계룡로 599 MG한밭빌딩 4층 403호 (탄방동),042-532-7009,127.3901908,36.3412676
굿모닝정신건강의학과의원,충청남도 서산시 율지5로 24 (동문동),041-681-7555,126.4648429,36.7770587
굿모닝정신건강의학과의원,"충청남도 천안시 동남구 만남로 9 2층 214호 (신부동, 더샵오피스텔)",041-558-0066,127.1530166,36.8191823
굿모닝정신과의원,서울특별시 광진구 아차산로 220 203호 (자양동),02-466-3575,127.0676643,37.5406399
권오양정신건강의학과의원,경상북도 영천시 완산로 52 중원메디빌 4층 (완산동),054-332-1235,128.9392301,35.9648282
권학수정신건강의학과의원,"울산광역시 남구 삼산중로 67 4층 (달동, 송호빌딩)",052-256-0875,129.3350819,35.5395652
권희정정신건강의학과의원,서울특별시 성동구 왕십리로 320 W에비뉴타워 5층 502호 (도선동),02-2299-8228,127.0343493,37.5622763
그루정신건강의학과의원,서울특별시 마포구 양화로 165 상진빌딩 6층 (동교동),02-334-0401,126.9236203,37.5572103
금산제일정신건강의학과의원,충청남도 금산군 금산읍 인삼로 87 (),041-754-1090,127.4914164,36.1030455
금천키다리정신건강의학과의원,서울특별시 금천구 시흥대로 403 셈프레팜 902호 (독산동),02-857-7015,126.8975075,37.4698014
기린정신건강의학과의원,"서울특별시 강남구 봉은사로 474 2층 203호 (삼성동, 쌍용 플래티넘)",02-000-0000,127.0519533,37.5123688
기쁜마음정신건강의학과의원,경기도 수원시 장안구 만석로19번길 11-3 209호 (천천동),031-271-5007,126.9836788,37.2956027
기장정신건강의학과의원,부산광역시 기장군 기장읍 읍내로 108-1 108,051-722-0258,129.2161885,35.2449099
기흥마음정신건강의학과의원,경기도 용인시 기흥구 구갈로 70 메가타운 306호 (구갈동),031-523-8551,127.1116877,37.2805767
길벗정신건강의학과의원,"경기도 하남시 미사강변동로 73 미사강변 노블레스 605,606,607호 (망월동)",031-795-5850,127.1930378,37.5615554
김경우정신건강의학과의원,부산광역시 동래구 온천장로 1 5층 (온천동),051-557-1275,129.0786275,35.2124467
김경진정신건강의학과의원,인천광역시 부평구 평천로 386 2층 (삼산동),032-511-9112,126.7331077,37.5173042
김규태신경정신과의원,경상북도 문경시 중앙로 161 (점촌동),054-552-1072,128.2017748,36.5989819
김규호정신건강의학과의원,"부산광역시 북구 금곡대로285번길 5 401호 (화명동, 레지던스라움)",051-714-1383,129.0131863,35.2336922
김대혁정신건강의학과의원,대구광역시 달서구 달구벌대로 1530 301동 307호 (감삼동),053-554-5575,128.533759,35.8492552
김덕호정신건강의학과의원,부산광역시 부산진구 중앙대로 804 (전포동),051-819-9594,129.0639119,35.1633382
김동인정신건강의학과의원,전라북도 전주시 완산구 안행3길 10 1~3층 (삼천동1가),"063-223-7591,226-7202",127.1309671,35.7996204
김동진정신건강의학과의원,부산광역시 사하구 다대로 547 4층 (다대동),051-263-0911,128.9713871,35.0573807
김동현정신건강의학과의원,서울특별시 강남구 언주로 869 4층 (신사동),02-545-3203,127.0333061,37.5282028
김량진정신건강의학과의원,전라남도 순천시 이수로 315 2층 (조례동),061-742-3600,127.5181705,34.9538071
김문엽정신건강의학과의원,"서울특별시 광진구 아차산로 431 상가1-205호 (구의동, 강변에스케이뷰)",3437-2132,127.0901204,37.5388188
김민철정신건강의학과의원,부산광역시 동래구 명륜로 106 혜준빌딩 5층 (명륜동),051-710-3977,129.083335,35.2034593
김병수정신건강의학과의원,서울특별시 서초구 서초중앙로 125 로이어즈타워 2층 203호 (서초동),02-522-0175,127.0134514,37.4929935
김병후정신건강의학과의원,"서울특별시 서초구 반포대로 287 407,408-1호 (반포동, 래미안퍼스티지중심상가)",02-323-9197,127.0010844,37.5043455
김봉준 정신건강의학과 의원,전라북도 남원시 남문로 437 (하정동),063-632-7582,127.3792992,35.4065742
김상국정신건강의학과의원,대전광역시 서구 대덕대로 202 5층 (둔산동),042-488-7002,127.378641,36.3508361
김상준정신건강의학과의원,서울특별시 중랑구 동일로 802 (중화동),02-434-9036,127.0797178,37.6020892
김선무정신건강의학과의원,"대전광역시 동구 대전로 799 3층 301호 (중동, 주원빌딩)",042-226-8275,127.4325086,36.3307913
김선미신경정신과의원,"서울특별시 송파구 중대로 80 (문정동, 엘지트윈리젠시 3층)",02-408-0711,127.1178428,37.491762
김성우정신과의원,충청남도 논산시 중앙로 498-1 (화지동),041-732-1145,127.0830007,36.2071578
김수연정신건강의학과의원,경기도 용인시 수지구 수지로 124 성복스퀘어/근린생활시설 302호 (성복동),031-264-1147,127.0797429,37.3126846
김승일정신과의원,"대구광역시 수성구 명덕로 368 212호 (수성동1가, 한가람코아)",053-766-1300,128.610729,35.8543414
김신경정신과의원,서울특별시 양천구 목동로 211 (신정동),02-2608-1070,126.8639003,37.5272892
김신경정신과의원,경상북도 영주시 구성로 346 (영주동),054-635-3890,128.6238623,36.8228527
김안나정신건강의학과의원,경상북도 포항시 북구 포스코대로 264-1 (죽도동),054-278-7584,129.3533103,36.0210592
김양래휴정신과의원,"경기도 부천시 길주로 272 501호,516호 (중동, 코스모폴리탄)",032-325-1117,126.7725295,37.50299
김영미정신건강의학과의원,부산광역시 사하구 낙동남로 1414 삼영빌딩 9층 (하단동),051-975-7575,128.9662695,35.1058794
김영우정신건강의학과의원,"서울특별시 강북구 도봉로 321 (수유동, 학성빌딩)",02-903-7201,127.0241153,37.6369413
김영익정신과의원,"인천광역시 남동구 구월남로 174 (구월동, 206호)",032-472-5280,126.7090761,37.4528059
김영헌정신과의원,"서울특별시 노원구 동일로 1550 208호 (상계동, 고려프라자)",02-952-3735,127.0575675,37.6669181
김영화정신과의원,"서울특별시 동대문구 전농로 22 5층 (답십리동, 엠제이빌딩)",02-2243-8636,127.0567328,37.566713
김완중정신건강의학과의원,"대전광역시 중구 중앙로 149 301호 (은행동, 한솔그린타워)",042-255-8559,127.4260116,36.3290641
김용관정신건강의학과의원,"부산광역시 부산진구 중앙대로 747 14층 (부전동, 그린메디컬센터)",051-803-7527,129.0600126,35.1593889
김용호정신건강의학과의원,"서울특별시 성동구 왕십리로 410 상가 L동 136호 (하왕십리동, 센트라스)",02-2291-4002,127.0247865,37.5665508
김욱중정신과의원,충청남도 공주시 산성찬호길 1 (산성동),041-854-0234,127.1251075,36.4586502
김원정신건강의학과의원,"경기도 수원시 팔달구 권광로 197 (인계동, 남현빌딩 403호 )",031-236-4946,127.0327904,37.2652317
김유광정신건강의학과의원,서울특별시 마포구 양화로 50 3층 (합정동),02-322-0082,126.9145072,37.5495269
김유진정신건강의학과의원,경기도 용인시 수지구 광교중앙로 338 광교 우미 뉴브 A동 R204호 (상현동),031-213-1575,127.0717977,37.3003379
김윤원정신건강의학과의원,"부산광역시 북구 만덕대로 15 5층 (덕천동, 청암빌딩)",051-361-8875,129.006706,35.2107268
김인호정신건강의학과의원,전라남도 순천시 팔마로 205 (덕암동),061-745-9400,127.5093028,34.9414039
김임신경정신과의원,전라북도 전주시 완산구 팔달로 232 한국투자증권빌딩 3층 (서노송동),063-272-7676,127.1456053,35.8229195
김재형정신건강의학과의원,경상남도 김해시 장유로 232 코아상가 203호 (부곡동),055-313-5432,128.8093468,35.2035086
김재홍정신건강의학과의원,"울산광역시 남구 삼산로 272 201호 (삼산동, 프리던스빌딩)",052-227-8664,129.3368707,35.5389098
김정곤정신건강의학과의원,울산광역시 동구 방어진순환도로 749 3층 (전하동),052-236-7575,129.429975,35.5086033
김정신건강의학과의원,"서울특별시 서초구 강남대로 455 3층 308호 (서초동, 강남태영데시앙루브)",02-6205-6002,127.0245612,37.502832
김정신건강의학과의원,충청남도 서산시 고운로 205 (동문동),041-667-4727,126.4582562,36.7837658
김정일정신건강의학과의원,서울특별시 강남구 선릉로 603 3층 (논현동),02-540-7576,127.0434777,37.5107792
김제헌신경정신과의원,경기도 부천시 부천로 69 (심곡동),032-613-1769,126.7838913,37.4905595
김종길신경정신과의원,"부산광역시 부산진구 중앙대로 786 210호 (전포동, 에메랄드홀)",051-806-6144,129.063125,35.16169
김종숙정신건강의학과의원,인천광역시 부평구 부평대로 51 (부평동),032-526-9203,126.7222059,37.49607
김종억신경정신과의원,인천광역시 미추홀구 경인로 462 (주안동),032-425-9798,126.691547,37.4582163
김종우정신건강의학과의원,경기도 부천시 부일로 472 3층 (심곡동),032-654-8708,126.7825325,37.4856891
김종원정신건강의학과의원,"경기도 용인시 수지구 풍덕천로 119 307호 (풍덕천동, 로얄스포츠센타 )",031-276-2255,127.0949036,37.3229787
김종주신경정신과의원,"서울특별시 서초구 신반포로 157 1동 4층 (잠원동, 잠원동 반포쇼핑)",02-596-9911,127.0014772,37.5055124
김종하정신과의원,서울특별시 강동구 천호대로 1123 (길동),02-488-8855,127.1365238,37.5350712
김종호신경정신과의원,경상북도 포항시 북구 양학천로 165-3 (죽도동),054-282-7575,129.3629687,36.0279074
김준정신건강의학과의원,서울특별시 강남구 논현로 833 재경빌딩 5층 501호 (신사동),02-518-8011,127.02791,37.5228358
김준형정신건강의학과의원,울산광역시 울주군 언양읍 동문길 65 65,052-254-7579,129.1250339,35.5654241
김준호정신건강의학과의원,부산광역시 사하구 낙동대로 214 (괴정동),051-292-6808,128.9934487,35.1004456
김준홍정신건강의학과의원,대구광역시 수성구 들안로 262 (수성동3가),053-763-7588,128.6173127,35.8533399
김지선정신건강의학과의원,"울산광역시 남구 삼산중로 65 4층 (달동, 제일빌딩)",052-265-3456,129.3351058,35.5393375
김지은정신건강의학과의원,대구광역시 북구 침산남로 140 엠비프라자 4층 403호 (침산동),053-356-7566,128.5909403,35.8881001
김지훈정신건강의학과의원,전라북도 익산시 동서로 230 3층 1호 (남중동),063-852-8588,126.9595051,35.9530198
김진성정신건강의학과의원,대구광역시 달서구 월배로 106 2층 (진천동),053-641-9666,128.5261915,35.8142614
김진수신경정신과의원,경기도 안양시 동안구 관악대로 336 4층 (관양동),031-386-2441,126.9602351,37.403284
김진용정신건강의학과의원,경상북도 경주시 중앙로48번길 3 (동부동),054-624-0700,129.2118671,35.8443034
김찬우정신건강의학과의원,경상남도 거제시 거제중앙로 1893 2층 (고현동),055-633-7515,128.6234085,34.8871362
김천신경정신건강의원,경상북도 김천시 평화중앙8길 15 (평화동),054-432-2626,128.1147211,36.1220224
김철주정신건강의학과의원,경상남도 김해시 가락로 84 (서상동),055-332-7265,128.88164,35.234071
김철진정신건강의학과의원,대구광역시 서구 달구벌대로 1883 2층 (내당동),053-567-0184,128.5702392,35.8619147
김태수정신건강의학과의원,"인천광역시 부평구 경원대로 1234 7층 (산곡동, 삼주빌딩)",032-525-8700,126.7082518,37.4868839
김태영정신건강의학과의원,서울특별시 노원구 동일로 1382 303호 (상계동),02-937-0118,127.061574,37.6519768
김택수정신건강의학과의원,인천광역시 미추홀구 미추홀대로 716 메인프라자동 301호 (주안동),032-446-2095,126.6806169,37.4612992
김평주정신건강의학과의원,부산광역시 사하구 낙동대로 455 4층 (하단동),051-204-6888,128.968849,35.105339
김표한정신건강의학과의원,서울특별시 동대문구 망우로21길 4 2층 (휘경동),02-2212-2040,127.0630079,37.5906713
김현민정신건강의학과의원,전라북도 완주군 이서면 기지로 56 3층,063-212-5544,127.0582206,35.8381029
김현정신건강의학과의원,"부산광역시 사하구 낙동대로 466 6층 (하단동, 하단오피스)",051-201-0250,128.9687251,35.1064241
김형욱정신건강의학과의원,전라북도 정읍시 남북로 34 201호 (수성동),063-535-7776,126.8509855,35.5682322
김훈정신건강의학과의원,전라남도 목포시 영산로87번길 1 (명륜동),061-244-5860,126.3853625,34.7904225
나눔 정신건강의학과의원,부산광역시 부산진구 서면문화로 8 (부전동),051-807-9978,129.0578741,35.1586762
나눔정신건강의학과의원,"서울특별시 관악구 남부순환로 1832 9층 (봉천동, 삼한빌딩)",02-877-7104,126.9535153,37.4807107
나눔정신건강의학과의원,서울특별시 서초구 방배로 97 청유빌딩 4층 (방배동),02-588-2555,126.9963104,37.4828517
나눔정신건강의학과의원,서울특별시 성동구 왕십리로 339 2층 (하왕십리동),02-2292-2555,127.0321022,37.5629122
나눔정신건강의학과의원,서울특별시 강남구 삼성로 38 개포빌딩 4층 403호 (개포동),02-445-5575,127.0668591,37.4886965
나눔정신건강의학과의원,전라북도 군산시 월명로 252 2층 (수송동),063-464-5500,126.716055,35.9664825
나눔정신과의원,"경기도 구리시 경춘로 239 5층 505호 (인창동, 리맥스빌딩)",031-563-2272,127.1416566,37.6016252
나라정신건강의학과의원,대전광역시 유성구 계룡로 32 (봉명동),042-822-7581,127.3346427,36.3554249
나래정신건강의학과의원,"서울특별시 금천구 시흥대로 214 602호 (시흥동, 비즈메디빌딩)",02-802-3180,126.9016824,37.4530528
나우정신과의원,서울특별시 강동구 천호대로 1033 5층 (천호동),02-476-7533,127.126974,37.5378953
나우향정신건강의학과의원,부산광역시 금정구 부곡로 122-1 4층 (부곡동),051-715-5180,129.0920906,35.2268003
나음정신건강의학과의원,서울특별시 중랑구 사가정로 389 (면목동),02-491-8882,127.0880541,37.580948
나음정신건강의학과의원,"대전광역시 서구 대덕대로 179 6층 602호 (둔산동, 엠제이피부과굿모닝어학원)",042-472-2262,127.3768209,36.3494046
남송엠정신과의원,서울특별시 동대문구 천호대로 307 3층 (답십리동),02-2212-1774,127.0547814,37.565808
남신경정신과의원,서울특별시 양천구 중앙로 276 (신정동),02-2648-3548,126.8528952,37.5208405
남청강정신건강의학과의원,"전라북도 익산시 무왕로 1069 3,4층 (영등동)",063-837-0003,126.9754964,35.9587632
노만희정신건강의학과의원,"서울특별시 용산구 한남대로21길 17 7층 (한남동, 신화빌딩)",02-793-0945,127.0065329,37.5341607
노명선정신건강의학과의원,"서울특별시 강남구 선릉로 523 (역삼동, 유림빌딩 3층일부)",02-6205-7400,127.0478192,37.5062066
노블정신건강의학과의원,강원도 원주시 능라동길 51 시네시티타워 504호 (무실동),033-742-0000,127.9301516,37.3348376
노왕구정신건강의학과의원,"서울특별시 강남구 압구정로 156 307호 (신사동, 카로시티2빌딩)",02-545-7802,127.0266921,37.5260341
노원신경정신과의원,"서울특별시 노원구 동일로 1393 305호 (상계동, 일신프라자)",02-933-5151,127.0605764,37.6529519
노은정신건강의학과의원,"대전광역시 유성구 반석로 16 7,9층 (반석동)",042-826-1588,127.3126642,36.3918614
노임규정신건강의학과의원,광주광역시 서구 월드컵4강로 114 6층 (화정동),062-225-6622,126.8725293,35.1468663
노정신건강의학과의원,서울특별시 마포구 신촌로 266-1 3층 (아현동),02-365-8558,126.9552822,37.5571035
노태용정신과의원,대구광역시 동구 아양로 202 (효목동),053-956-7070,128.6352006,35.8856706
뉴욕정신건강의학과의원,서울특별시 강남구 논현로 841 제이비 미소빌딩 5층 505호 (신사동),02-545-1609,127.027762,37.5240297
